tweets,id
"whyididntreport damn damn sexual assault signific problem survivor heard treat respect",289
"I could tell whyididntreport stori I happi place new relationship I want celebr enjoy long I It hard work get emot healthi amp I deserv stay happi space As women n n nottodaysatan http co bdn9i9ka7p",290
"flahertyjoseph phoenixnewtim design flyer roll Up banner photo edit grow busi rapidli ncontact fiverr DM nflyer http co nxilfgl0az nphoto edit http co ikhnkcw2vp nroll Up banner http co ssgtrobxqh n whyididntreport jeffbanist coyoac xe1n fridayfeel usa",291
"becaus I u2019t counsel deal blame would arrest one whyididntreport",292
"what fuck n n whyididntreport http co dvcsvhotb1",293
"hold abus account action let make excus like blame victim alcohol drug behavior whyididntreport",294
"jmcaninch68 gop juanita broaddrick oh count dem nkeith ellison tom carper sherrod brown n kavanaugh kavanaughaccus metoo vaginahat metooliar walkaway maga fordthefraud christinablaseyford drfraud confirmkavanaugh resist hillary2020 whyididntreport http co p0c6y6dnfi",295
"design flyer roll Up banner photo edit grow busi rapidli ncontact fiverr DM nflyer http co nxilfgl0az nphoto edit http co ikhnkcw2vp nroll Up banner http co ssgtrobxqh n whyididntreport jeffbanist coyoac xe1n fridayfeel usa http co 7x6icgzcdu",296
"gift occas u0001f60d u0001f648 u0001f649 u0001f64a nsmbysami shop nhttp co 9eu92xafsn n whyididntreport n rosenstein n 25thamend n fridayfeel n internationaldayofpeac n addison n flashbackfriday n jeffbanist n kevinhart n misterrog",297
"did know make joker film cast whackin phoenix whyididntreport",298
"funder jambie61 realdonaldtrump I yet thank make sure donni told whyididntreport donni sexualpred",299
"local women share whyididntreport stori respons presid tweet morn My indystar stori http co q7pvjmdysd",300
"whyididntreport I 8 My father vietnam mom alon five kid decid grandfath would make thing wors I u2019t think ever occur report littl child u2019 rape polic",301
"protect women speak caus giant target us mom profasuelipsol madalena lucineid osmarina lourd melo lucien taliriapetron amandapalha2122 geovanna xavier I aliv would whyididntreport",302
"hey ndon feel pressur justifi decis made whyididntreport If choos share bc right wonder If choos share wonder n nfolk critic judgment We owe F cker anyth",303
"whyididntreport felt good",304
"A teenag boy lucki sex 34 year old woman chanc taken advantag n whyididntreport",305
"whyididntreport sexual assault nactual I friend mother call school guidanc counselor call state nthey interview school came home father adamantli deni wrongdo mother sit right",306
"I wish I could say rape sexual assault life old men cop feel the neighborhood masturb local polic laugh told move whyididntreport",307
"becaus famili u2019t believ famili member would It would made us u201clook bad u201d whyididntreport",308
"hey realdonaldtrump blame victim nclick gt whyididntreport someon read stori n n theresist takeasurvey stopkavanaugh n scotu",309
"politico design flyer roll Up banner photo edit grow busi rapidli ncontact fiverr DM nflyer http co nxilfgl0az nphoto edit http co ikhnkcw2vp nroll Up banner http co ssgtrobxqh n whyididntreport jeffbanist coyoac xe1n fridayfeel usa",310
"cicibbyd I understand whyididntreport",311
"1 the second time I report fled US 6 mo later call collect agenc rape kit 4 month call DA good news enough evid case whyididntreport whyididntreport",312
"whyididntreport I 5 thought I would blame get troubl I 6 thought I would blame get troubl I 7 thought I would blame get troubl",313
"realdonaldtrump she report traumat psycholog narcissist over 60 sexual assault harass report polic whyididntreport demonstr",314
"I told babysitt friend older brother she said forget I 10 I thought fault I tell anyon els I 14 whyididntreport",315
"threaten excommun church I thought best interest heart whyididntreport",316
"shannonrwatt preetbharara My love dad afraid smear campaign possibl retribut 13 yr old daughter So press charg attack rape other kill young girl whyididntreport",317
"I told famili member chase caught amp shot man abus had I report famili member would arrest vigilant whyididntreport",318
"I consid whyididntreport I think I u2019t handl I think u2019 okay",319
"whyididntreport nanoth guy I date colleg I didnt realiz consentu encount go turn nonsentu act I cri ask I didnt say ok He said wasnt suppos enjoy",320
"gop realdonaldtrump chuckgrassley senorrinhatch bariweiss judgejeanin foxnew tuckercarlson n n u0001f447 u0001f3fd n n whyididntreport",321
"screenshot last lifetim penguin nbesid stand tall one n nhappi shine light thing n n whyididntreport n shinealight http co 479cnbsill",322
"design flyer roll Up banner photo edit grow busi rapidli ncontact fiverr DM nflyer http co nxilfgl0az nphoto edit http co ikhnkcw2vp nroll Up banner http co ssgtrobxqh n whyididntreport jeffbanist coyoac xe1n fridayfeel usa http co xzyjfxkqhl",323
"when I confess aunt new husband touch bedroom told mention famili pray forgiv I ask I done wrong she said I put situat I five n n whyididntreport",324
"whyididntreport n nnevada lootemus don call Me http co dtadcnwy3x via youtub",325
"My rage built trust result kick shin kick anywher I could punch chest punch face squirm hard I could get whyididntreport",326
"tw sexual assault n whyididntreport nyou know ever told 2 peopl first kiss consensu chat boy sit togeth bu trip far abl gather year",327
"whyididntreport n nthi utterli ridicul I grappl time see news realdonaldtrump piec work speak u2026 http co 3susakr5uj",328
"are watch whyididntreport n sruhl alivelshi arimelb http co 3tsr9q9qgr",329
"thi reson deepli I buri trauma danc amp gymnast grow cope mechan well It u2019t I teenag I start write like I u2019m readi share experi I support everyon share whyididntreport http co vzurdcbwq9",330
"read whyididntreport n nif know 6 women 1 experienc rape attempt rape n nteenag girl age 16 19 4 time like assault gener popul n nrais better son nbeliev victim nstand women ncall n n utpol n thisisnotok http co uhqc6xz6ay",331
"He told fault flirt I believ year whyididntreport http co fesptgfuyo",332
"ninaandtito whyididntreport My undergrad thesi advisor stop elev floor grope amp kept kiss stop I kneed fell back wall I never went see will never know I truli earn honor I written book",333
"whyididntreport becaus one ever believ teenag girl fear stop anyon tell happen",334
"My fridayfeel anger rage about windrush whyididntreport trend horribl indict power either side atlant the reason I angri I think anger chang damn thing",335
"No doubt mani valid reason peopl say whyididntreport kind countri think turn drop accus meant accus automat guilti nit insan suggest anti american rhetor",336
"meditatenow3 janettwokay zerlinamaxwel allresistnew I wonder mani us u2019t report way tri u201cprotect u201d men love imagin consequ potenti action n whyididntreport",337
"second instanc It famili member I u2019t want tear famili apart break mother u2019 heart whyididntreport",338
"violent dark alley thing see tv quiet confus realiz happen late ppl understand one person immedi blame take peopl whyididntreport",339
"after trump lash sexual assault survivor share whyididntreport http co 5yuabgkytz http co ma1hqumdxt",340
"realdonaldtrump In case claim happen peni small didnt actual penetr becaus accus date place report So clearli miniscul leg stand whyididntreport mushroomdick trumpresign",341
"whyididntreport nearli men I u2019v around joke sexual assault metoo men leadership posit never taken safeti serious I u2019t see start anytim soon report traumat wast time u2019al u2019t care u0001f937 u200d u2640 ufe0f",342
"whyididntreport anoth harrow exampl donald trump small mind dictatori man amp worst presid state seen hard believ 2018 men women still blame crime abus u0001f92f",343
"never ever assum consent n n whyididntreport",344
"the three u2019t right thing they coward withdrawkavanaugh whyididntreport metoo http co pkpd9v9qy3",345
"becaus I 15 23 becaus cowork nbecaus happen two year AT work nbecaus I scare n whyididntreport",346
"you rememb suprem court nomine got whyididntreport trend nope neither",347
"realdonaldtrump presssec brettkavanaugh speakerryan senatemajldr housegop senategop msnbc ac360 cnntonight maddow cnnbrk senatorcollin lisamurkowski lindseygrahamsc chuckgrassley thelastword senatortimscott whyididntreport thi IS real peopl stop attack http co erbbcbefva",348
"I four nI seven n n whyididntreport",349
"whyididntreport funni part I but I lier tri get honest good ol boy troubl besid I ask u0001f60c that reason I let go kept bottl As kid HS I know exactli popular meant u0001f622",350
"It easier go home shower sleep cri pretend u2019t happen go tell bunch stranger would ask I wear much I drink I u2019d slept etc No thank whyididntreport",351
"He 8 brother 5 I 6 n ntheir stepdad beat amp rape threaten nthey u2019t tell mom rape amp beaten n ntheir real dad said man u2019t boy I saw blood underwear afraid whyididntreport",352
"16 they gotten marri coupl month back I live state anyhow whyididntreport",353
"also assum report legitim way deal assault It often traumat survivor u2019t address underli cultur issu allow men think women object gratif whyididntreport",354
"also reason hesit press u201ctweet u201d button what stori matter I u2019t want known victim wors someon u2018ask u2019 even u2019t still feel deepli shame admit whyididntreport",355
"1 3 17 year old first offic job boss would stand next other w paper n poke side breast I thought know old anoth whyididntreport",356
"whyididntreport He told fault I deserv I believ",357
"3 3 worst 14 older teenag boy would jump girl sexual assault they chase help boy age I got away consid normal behavior whyididntreport",358
"whyididntreport becaus I thought somehow fault",359
"realdonaldtrump whyididntreport He top polic detect word vs I adult porn fetish model time would believ plu I fear would plant someth I would one jail",360
"whyididntreport kavanaugh awesom nomine anyon 1 4 brain know democrat obstruct anyth good usa parti u2019 power It u2019 pathet the rest justgetatherapist votegop keep win streak go realdonaldtrump",361
"becaus first seriou job I broke I job prospect I liter afford get fire whyididntreport",362
"whyididntreport n nthere famili indirectli involv rest famili told I say anyth famili member question would impact",363
"He roommat brother amp friend will drive boyfriend home thought whyididntreport grade slip month later counselor coax got report",364
"He divorc lawyer technic date I gone willingli apart and ye one would believ whyididntreport",365
"I slowli go stori I bawl eye see mani other go I went heartbreak time releas pent hurt pain I believ I whyididntreport",366
"even year half noth come report first rape whyididntreport",367
"dear 53 white women n nread whyididntreport stori respons disbelief man vote",368
"gift occas u0001f60d u0001f648 u0001f649 u0001f64a nsmbysami shop n nhttp co 9eu92xafsn n n whyididntreport n rosenstein n 25thamend n fridayfeel n internationaldayofpeac n addison n flashbackfriday n jeffbanist n kevinhart n misterrog",369
"j_court77 thank justin hear men support women believ give us hope I decid follow I hope other whyididntreport",370
"becaus I u2019t know share stori u2014our stori u2014could start movement becaus I u2019t know mani us made feel alon whyididntreportit whyididntreport",371
"whyididntreport sexual assault noth never gonna believ",372
"peopl use whyididntreport hashtag somehow go chang concept innoc proven guilti If wait 35 year report crime odd slim probabl nil anyth done",373
"newsroomcat whyididntreport import tea spill tag everyon read",374
"these whyididntreport comment r fuck heartbreak",375
"I young look parent could spend time friend I u2019t want interrupt make mad onli 15 year anoth assault I tell someon noth ever came whyididntreport",376
"I 5 year old made believ okay whyididntreport till I grew notic I u2019t okay I around 11 I broke silenc",377
"whyididntreport http co 6a92rxiwub",378
"whyididntreport I unawar I sexual assault To assault violent stranger back alley someon willingli engag physic contact push far beyond boundari without ask forc",379
"u26a0 ufe0f trigger alert need help hotlin nnatl domest violenc hotlin 800 799 7233 nnatl sexual assault hotlin 800 656 4673 nare watch whyididntreport sruhl halliejackson katyturnbc deadlinewh amjoyshow americanwomenarefuri nhttp co xxzgdmgdxt http co 9dn0wdvnnr",380
"some tip n n get verbal consent alway n u201cno u201d u2019t mean let tri differ way mean u201cno u201d n If someon drunk give consent mean u201cno u201d n talk kid peer famili consent respect peopl u2019 space amp handl reject n n whyididntreport",381
"whyididntreport I 14 amp went ride car 19 year old mom warn never get car older guy tri attack I fought put car 20 mile home night I lucki elderli man drove home",382
"katyturnbc whyididntreport nicolledwallac sruhl arimelb alivelshi morningmika maddow pleas follow http co jeiaoq7kkb",383
"whyididntreport My mom hard time man posit power colleg I attend I 18 I u2019t know",384
"teampelosi then fight fight fight right n whyididntreport",385
"while understand report young age ashleyjudd na reason person must see side man impecc ethic histori suddenli accus 37 year ago lot hole must scrutin whyididntreport maga fridayfeel http co ouijkxgz5x",386
"It u2019 easi condemn social media broken read hashtag like whyididntreport whywomendontreport see agenc give women tell share stori know silenc other yet share find refug tweet",387
"creynoldsnc I get put hashtag post mean question lead whyididntreport first place",388
"I make guy I realli like He knew I want sex forc anyway I asham thought I deserv happen tri tell someon immedi told fault whyididntreport",389
"whyididntreport I knew peopl wors u2019t what I special someth",390
"whyididntreport becaus boyfriend If I u2019t understand could I expect other http co dscp8ksdwd",391
"whyididntreport remind everyon especi men rape never ever simpl It ruin person amp spirit time attack walk away carefre We must better",392
"In 1999 I think random man bar grab butt assault At time I get divorc amp women shame go bar men when kid women shame ex go bar amp club amp drink whyididntreport",393
"read whyididntreport everi singl one",394
"becaus peopl like abil urg tri understand empath whyididntreport http co pkn7ep94b",395
"whyididntreport father would end jail got hand man rape",396
"I middl school self consciou anxiou and adult I u2019t expect anyon believ whyididntreport",397
"whyididntreport I 7 first time rape children toy the boy 12 He groom well made littl secret It continu coupl year I tri tell someon hear happen adult navi wouldnt hear ME",398
"whyididntreport second time judg concern I wear first time I 11 u2019t want put u201cperman mark record u201d",399
"whyididntreport dog ate car",400
"My heart realli break women men report societi get better support victim thi normal dismiss whyididntreport",401
"whyididntreport reason realdonaldtrump We u2019t need tell us u2019t bad rememb u2019t report 40 yr ago male could anyth want femal like brag metoo",402
"becaus I sure father would blame whyididntreport",403
"whi expect women must announc public trauma taken serious metoo yesallwomen whyididntreport n nwomen u2019t cri wolf they u2019r f cking cri http co jflr46tshk",404
"It colleg someon suppos friend I trust I confus hurt took year even fulli realiz nactual happen wrong I tell anyon year peopl still know whyididntreport",405
"craigco62 sexual assault discrimin there ten thousand conserv whyididntreport metoo",406
whyididntreport,407
"repres hand mani instanc whyididntreport n n1 I young understand n2 I afraid u2019t let graduat n3 I brush u201ch drunk u201d n4 I u2019t afford lose job n5 I genuin thought",408
"whyididntreport I taught thing like happen that I kiss that I studi boy room that 1975 thing call date rape It happen sometim becaus colleg polici",409
"1 2 It summer 42 year ago I 15 He 16 He invit hous pre text talk new school year class offic He met door white robe He whyididntreport",410
"My parent hyper religi misogynist taught women root evil n n whyididntreport",411
"whyididntreport nso innoc proven guilti u2019t thing anymor Or go believ everi stori someon write twitter",412
"tell go upstair work there sit bed He sit right push back bed got top I strong athlet I push whyididntreport",413
"becaus even presid unit state victim shame publicli agenda not mention u2019 sexual predat come ivankatrump speak the fact even need explain alarm what happen us whyididntreport http co l3sot6sjpo",414
"ran hous It took 42 year tell anyon whyididntreport I explain I 15 I thought mayb I caus I thank situat",415
"whyididntreport http co kp9ibkjshz",416
"thefootballgirl thank put word exactli I feel whyididntreport I amaz said someth said fear huge fear would impact close",417
"howiex123 liftlikeawoman tweetiemctweet jrubinblogg jaketapp whyididntreport",418
"whyididntreport becaus I young though I rememb exactli I abus rel mean nasti bulli I terrifi would hurt",419
"men also sexual assault current statist indic one six men sexual assault lifetim sexual assault men thought greatli report whyididntreport",420
"becaus I alreadi known u201c silli girl believ femin u201d I 13 18 star footbal player live good side town whyididntreport",421
"I stupid n whyididntreport",422
"whyididntreport hillari much power",423
"I u2019m asham embarrass mani men weak slave appetit I known men they exist among us cloak gentlemen darker desir n nknow one reason I worri daughter n n believewomen whyididntreport",424
"I person notic accus sexual misconduct go tactic democrat feel might lose republican might gain nthi I believ conveni stori conveni time n n whyididntreport",425
"My friend husband took home parti I young amp much drink I pass put bed her husband stole key came back later rape I knew I would blame much drink whyididntreport",426
"My heart break read tweet whyididntreport To victim strongest courag peopl I ever seen just know matter I believ I alway believ",427
"girlsreallyrul when I told 20 I surpris believ wld better n nit fault childhood memori taint fault brother cldn griev die fault normal happi famili lie n ntell liber n n whyididntreport",428
"special thank victim whyididntreport metoo tag speak open old wound us still",429
"alyssa_milano politics_pr realdonaldtrump I thought 8 year old I must done someth deserv whyididntreport metoo",430
"men victim while ye stori women rape sexual assault there hundr thousand men assault well thi one side issu n nalso modesti issu let dress like sex symbol peopl whyididntreport",431
"I yet courag let go secret n whyididntreport",432
"whyididntreport retrospect I wish I report I one mani nmi report could save vulner person I love nrather dwell reason excus someth need done fix system victim support tougher sentenc endthestigma",433
"rape survivor share whi they stay quiet In power whyididntreport tweet http co wqxpyqlong http co b2x3joe2v",434
"I attempt report I 20 talk 2 male offic polic station who laugh I mention molest they said knew mani women report creepi exam I walk confus amp asham n whyididntreport",435
"becaus afterward I broken insid A shell person I I u2019t admit happen let alon cop would probabl make feel even worthless I alreadi whyididntreport",436
"whyididntreport wife love wear http co ls8zmtkokv",437
"whyididntreport sexual harass woman becaus peopl think happen women men nobodi would believ think I wuss someth n mentoo",438
"I incred embarrass I never kiss I lie mostli everyon earlier day girl talk fit I said u2018i hope u2019 someon I hook tonight u2019 even know I meant I knew I u2019d never believ n whyididntreport",439
"how publicli declar your mind Is made Up go exercis hear dishonest whyididntreport http co waa9jdzmll",440
"whyididntreport sexual assault survivor respond trump tweet cnn http co krzmhwgro3",441
"whyididntreport there death threat amp I young amp afraid place w stranger might tri wors I tri report young adult I found anoth girl vulner amp told statut limit expir http co ghc2dyly7q",442
"whyididntreport n nI dumb enough stay",443
"I troubl believ christin amp I think calcul effort attack kavanaugh trump statement incred ignor amp exactli whi women u2019t report they u2019t believ amp put hell whyididntreport",444
"whyididntreport first fifti year ago first one 48 second I tell friend given feedback say anyth one law enforc would believ I would ridicult guilt dungeon shame",445
"whyididntreport u0001f447 u0001f3fc u0001f447 u0001f3fc http co 16nh4re2zv",446
"I 15 nsinc rape I know I could press charg nI thought I get troubl whyididntreport",447
"whyididntreport I report boss sexual harras I work book afraid lose job I desper need I decid report I believ would actual face consequ 1 2",448
"I high school I drunk I humili I thought would word mine I think anyon would believ I thought I would attack verbal emot friend whyididntreport",449
"I 22 navi It happen 3rd date date rape count 90 whyididntreport",450
"I stand presid If bad claim speak whi choos 36 year later say someth If happend high school parti probabl minor prove rape without evid whyididntreport",451
"acompanhant de luxo em saopaulo n nensaio top http co ngbmw2q0d5 n n acompanhantesp reviravoltanaeleicao escort whyididntreport 25th amend fridayfeel internationaldayofpeac D xedainternacionaldelapaz u0627 u0644 u0627 u0647 u0644 u064a_ u0627 u0644 u062d u0632 u0645 lord__c adultbrazil belasbrasil_ http co eu9eticdgf",452
"hey realdonaldtrump If realli confus u2019t read sever women credibl accus sexual assault whyididntreport fakkkepresid trump soft rape scotu http co pounktew8a",453
"sexual assault motiv hostil power control whyididntreport",454
"ivankatrump alway rememb n nyou stood idli BY AS your father shit ON all OF US sexual assault victim n nyou are NO champion you are the parasit that help clean the teeth OF the shark n nA symbiot extens OF thi anim n n whyididntreport rapistkavanaugh",455
"metoo whyididntreport http co 3ii6qvvkhi",456
"He close rel mom alreadi worri troubl I want hate I also told one would believ whyididntreport",457
"fuck 7 amp 9 amp famili whyididntreport",458
"all stori whyididntreport underli theme distrust typic seen bad thing and yet case 100 justifi how trust system let peopl need everi time someon ask help",459
"cnn u201cw u2019r go plow right u201d interest rapey choic word whyididntreport",460
"I known better n whyididntreport",461
"If wonder someon would wait come forward abus alleg first stop listen presid take look whyididntreport post truli courag insight",462
"whyididntreport He top hold push problem get pant My dorm neighbor heard fight amp save her roommat rape month earlier In late 80 I consid lucki",463
"becaus I want go date He drunk white I knew I believ whyididntreport",464
"Do rememb hillari clinton treat accus husband whyididntreport",465
"all whyididntreport tweet gut wrench I believ thing chang We must believewomen",466
"even stori I tell everyon one post whyididntreport tweet alon you sooo mani sister brother you love valu",467
"If sexual predat becom presid US expect women feel comfort report not surpris donaldtrump someon never held account reprehens behavior u2019t comprehend whyididntreport",468
"read articl u2019r wonder women might report crime whyididntreport http co wggceeltrl",469
"governortomwolf whyididntreport",470
"ecmclaughlin If time read whyididntreport share might make differ today n ngood luck speech",471
"whyididntreport n I 4 n My parent christian kind believ jesu fix everyth",472
"whyididntreport n nbecaus I felt fault I knew one would realli believ mom would beaten ass one would defend alway believ amp make excus guy n n sameshitnewdecad",473
"womensmarch prof_tweep realdonaldtrump whyididntreport first fifti year ago first one 48 second I tell friend given feedback say anyth one law enforc would believ I would ridicult guilt dungeon shame",474
"I 8 best friend mother boyfriend It second time happen second person whi I report I 8 clue but still tell I name old I whyididntreport",475
"1st time I molest I 6 7 yr old babi sitter u2019 husband My mom abandon amp dad left w neighbor old white coupl work wa naiv kid believ keep secret amp u2019t anyth bad whyididntreport",476
"I hear you alon whyididntreport",477
"I heartbroken angri year lord 2018 whyididntreport trend even though I fulli understand",478
"becaus u2019 famili member whyididntreport",479
"the roofi knock instead pass I awar enough stumbl away afterward tear stream face I found secur guard I ask help I anoth drunk colleg girl He told fuck whyididntreport",480
"whyididntreport I u2019t file report I bare alert 5 day attempt rape attack beat age 16 there polic report coupl arrest pre trial one spent 1 night jail",481
"SO much go whyididntreport I heartbroken reflect inspir sicken enlighten pleas give read internationaldayofpeac",482
"senfeinstein offic get rape threat xa0 n nhttp co sgwusogs0 n n whyididntreport rapecultur metoo waronwomen theresist stopkavanaugh",483
"whyididntreport http co 1mdkro77df",484
"I liter almost threw I read To presid say absolut disgust there million reason women report includ It make true metoo whyididntreport realdonaldtrump http co sswvigyki9",485
"eleshn0rn My ex husband rape He apologet first chang tune said rape husband I talk anyon horribl marriag physic assault rape He made feel like I deserv whyididntreport",486
"whyididntreport nwhen I told teacher laugh face nI still closet look like man said happen boy I must want nit gave social anxieti I made dismiss friend infest today",487
"whyididntreport So mani reason So mani abus minor horrif I repli notokay hashtag amp memori flood back By time metoo roll around I burnt relist ibelievechristin I seen much http co qxwcvfb3nh",488
"gop senatemajldr senategop senjudiciari senatorcollin lindseygrahamsc senorrinhatch lisamurkowski senbobcork n dearprofessorford whyididntreport http co 8g8djd87hh",489
"whyididntreport prom date one best friend sinc littl u2019t know feel afterward bc close knew never want anyth ever let go",490
"becaus I 14 thought sexual assault boyfriend whyididntreport",491
"I would like know men arent own assault women iwaswrongforassaultingh whyididntreport",492
"whyididntreport victim usual believ especi wear short dress",493
"u0642 u0635 u0635 u0645 u0631 u064a u0639 u0629 u0639 u0644 u0649 u0627 u0644 u0647 u0627 u0634 u062a u0627 u062c u062f u0647 n n whyididntreport",494
"I parti alcohol I 14 I felt guilti slut shame real 70 u2019 whyididntreport",495
"whyididntreport she made relat rape ask describ rapist bodi peni hand attorney she hold room enemi 13 4",496
"whyididntreport high school kill time btwn class I talk guy I realli know well next pin wall start kiss when I tri 2 tell interrupt ask I make think okay I gave",497
"same mani other I scare I u2019t think would help I u2019t want peopl life know I 16 unawar talk could help pain whyididntreport",498
"realdonaldtrump respect women come whyididntreport respons disgust tweet presidenti abus trump So courag power u0001f44a u2764 ufe0f",499
"whyididntreport nI tri tell third guy I date over famili cottag continu pressur pull cloth I gave the pattern men I date polic hard time help bf",500
"He IS favourit uncl best friend nI deal idea go court nsever polic offic area young girl I 15 nwhen I final told parent spoke guy said I lie believ whyididntreport",501
"atlanticcanuck clairermassey susiezygi gentlemindmom bigcox40 robinandriv gomeschantel onlybatcat sanesophisticat ruetheday852 bandieran meloniasherban taggartrehnn holachola dinasas69 webwolfhound impinkestgirl yeropinion wildweezl aprylsmitht teenytinyflam carmenr1carmen fenrir_71 eronel35 10minutesaday4u mschade2020 motherof2wolv lockeshini robertvosfrer veronicadevine6 impeach_45now beverlybednarc1 deepstateshu sbuttsi marciabunney ginadem gideonneptun llaws2 heretical_1 therealjtiii brianpaulstuart mystcol democracyjourno stylecounsel_30 robertgreen16 rmontanez3rd tonia8675309 keepladywarm genej101 lauren_ten traumat embarrass rape grope aw forc kiss broke away slap hard I could ran home explain never happen realli want forget ever happen but go judg either whyididntreport",502
"whyididntreport readi share stori share mother permiss n nmi father rape mother sever time prior birth amp also childhood divorc also physic abus terrifi",503
"whyididntreport I disbelief jehovah wit I think capabl I wrong",504
"debv219 both parent die never know I sexual molest 10yr old whyididntreport I scare embarrass",505
"whyididntreport http co 9nurfb87lk",506
"whyididntreport becaus 1971 amp one would believ though I almost bled death I still virgin 19",507
"At colleg parti guy reach grab breast danc I back away shock laugh nwhen I ran campu I felt frozen I recogn I back away He u2019t recogn nwho would I tell nwhat could whyididntreport",508
"way take hashtag surviv sexual assault make polit n nyour assumpt part whyididntreport http co bxp8hcyfp7",509
"whyididntreport nthi anoth tool left delay push agenda note disgust",510
"He took part restaur without camera I thought u2019d say I lie fire whyididntreport",511
"whyididntreport meetoo vuelven tener en com xfan que la mayor xeda de historia pasa sobretodo mujer menor hay un gran problema de pedophilia abuso en esta sociedad",512
"becaus I knew famili would brush It u2019t rape but I violat and I embarrass whyididntreport",513
"polic depart said unlik u2019d ever catch guy dissuad press charg young u2019t question author whyididntreport",514
"I embarrass asham want forget want go home drug I u2019t rememb clearli live neighborhood guy scari u2019t know I would abl make case worri lack evid So mani reason whyididntreport",515
"whyididntreport abus power but assum guilt fals accus one life ruin fals accus",516
"whyididntreport n nbecaus fals accus everyon see includ women http co 3bpkrj7jpu",517
"I attack rape told famili member the incid blame As result I never consid report author either time I actual rape whyididntreport",518
"realdonaldtrump you full disgust wretch vile misogynist filthi c n njust fuck alreadi whyididntreport",519
"I abl push I report attempt I thought I would seen teas someth I u2019v asham wrack guilt think other may gotten away u0001f614 whyididntreport",520
"realdonaldtrump hey ho e read report hashtag whyididntreport get cross section answer noth done Dr ford I know self confess sexual predat would understand perhap learn",521
"I guess murder case solv 36 year later murder prosecut murder never found charg 36 year ago young man He pass whyididntreport brettkavanuagh",522
"To everyon share stori amp everyon u2019t see u0001f496 n n whyididntreport",523
"donaldjtrumpjr realdonaldtrump boy pleas If u2019t hyperbol veteran piss fail mission impeachtrump corruptpresid notmypresid whyididntreport http co hn2nxwmuey",524
"whyididntreport know societi blame victim forc think fault We never forget",525
"whyididntreport harvey weinstein much polit protect obama yr http co scqn1anvjq",526
"whyididntreport inconveni fact",527
"I drunk high school parti He rape I bathroom puke I intox I u2019t move bathroom floor I asham afraid tell anyon It took year accept happen whyididntreport fuckyoutrump",528
"I report polic offic I spoke told u2019d laugh court went forward case whyididntreport",529
"the whyididntreport thread heartbreak import read year webelievey http co 6u02ldschb",530
"ivankatrump pleas talk dad whyididntreport",531
"whyididntreport alot brave women tell thier account",532
"My colleg boyfriend put someth soda when I woke next morn I find tampon I rememb I took I insert anoth one later day two tampon came you tell I report whyididntreport",533
"I drink felt fault whyididntreport",534
"whyididntreport appar u2019 u201cmi fault u201d I u2019v drink",535
"My assail said lie I said wit look away I felt confus asham betray speechless I believ happen I think anyon ever would believ whyididntreport",536
"then becaus brother I young understand parent alreadi knew done anyth n nnow becaus I kept contact happen sinc mental unstabl would ruin new marriag n whyididntreport",537
"omg hashtag whyididntreport u0001f614 u0001f614 u0001f614 u0001f614 u0001f614",538
"whyididntreport exhibit j http co wu6nmvbygh",539
"whyididntreport No one believ they think lie start drama peopl think crazi that u2019 I felt I told parent u2019 exactli said",540
"becaus I final speak I call liar By women said knew would never they said fault I wonder think thing said whyididntreport",541
"whyididntreport technic nearli 7 year abus I kid know I embarrass disgust I thought everyth happen fault I done someth deserv",542
"whyididntreport A man suppos uncl abus cousin step daughter small girl 6 7 til middl high school the reason I end live hous mom singl mom",543
"whyididntreport she need help take care us els turn We report threaten us told us friend polic forc one would help us He invit polic friend constantli remind us",544
"whyididntreport I young 1979 I rural violent town oregon",545
"whyididntreport power He would tri catch us alon whenev possibl abus us when found steril kid start tri rape us I got away multipl time cousin lucki",546
"whyididntreport http co xk8ehnkfb2",547
"whyididntreport all way high school said noth anyon not even but tri abus one neighbor call polic there investig told polic stori there girl come",548
"whyididntreport abus endur well just seem like would final see justic cousin mother trash husband threaten cousin chang stori and after drop entir case",549
"whyididntreport I 4",550
"whyididntreport wander around free live life No punish No justic",551
"how women suppos feel like come forward peopl attack victim reward egregi offend like realdonaldtrump money power account n n resist trump metoo stormydaniel n whyididntreport christineblaseyford",552
"one reason report n whyididntreport http co rifd7v92tr",553
"anoth one cousin I four By time I realis I 15 and I deal tutor whyididntreport",554
"top 3 reason whyididntreport n1 It happen n2 It seriou n3 I rememb",555
"assault manipul squadmat n don ask don tell still thing n real men sexual assault mantra n command frequent swept assault report rug n got blackmail lie lost militari career trauma whyididntreport",556
"whyididntreport http co gzydwgayxf",557
"two email seven year apart u0001f447 whyididntreport http co x8ytl5dr6b",558
"rosenstein loos cannon trump lie trump whyididntreport donthecon http co dfintsx3tt",559
"No matter stori nyt publish trump gop tri divert attent nwe will not BE distract WE will still keep fight against kavanaugh TO stopkavanaugh stopkavanaughnow share stori whyididntreport amp support christineblasleyford",560
"whyididntreport I u2019m sorri peopl whatev reason u2019t say anyth If someth happen high school I u2019m pretti sure I u2019t said anyth either metoo retweet http co 3dz1ee23ci",561
"tara_atrandom whyididntreport guy grope physic assault club event I told I call polic made club look bad I kick club apart I share club member",562
"whyididntreport becaus girl",563
"senjohnkennedi whyididntreport read get school http co qz2ao8sfxr",564
"becaus 3 day ago I live mayb 8 year ago I block memori I confront deni I tell dad either ruin relationship but I tell soon n whyididntreport",565
